1	1	A1	ASMS	75011	Φιλοσοφώτατον	φιλοσοφωτατον	φιλοσοφωτατον	φιλόσοφος				FILOSOFW/TATON	FILO/SOFOS
1	2	A1	GSFS	79171	μεγίστης	μεγιστης	μεγιστης	μέγας				MEGI/STHS	ME/GAS
1	2	N1	GSF	13634	ἀρετῆς	ἀρετης	αρετης	ἀρετή			,	A)RETH=S	A)RETH/
1	2	V1	PAI1S	599169	λέγω	λεγω	λεγω	λέγω				LE/GW	LE/GW
1	2	X		5	δὴ	δη	δη	δή				DH\	DH/
1	2	N3I	GSF	13634	φρονήσεως	φρονησεως	φρονησεως	φρόνησις			,	FRONH/SEWS	FRO/NHSIS
1	2	V1	PAI3S	631937	περιέχει	περιεχει	περιεχει	περιέχω				PERIE/XEI	E)/XW            PERI
1	2	N2	ASM	9474	ἔπαινον	ἐπαινον	επαινον	ἔπαινος			.	E)/PAINON	E)/PAINOS
1	3	C		4	εἰ	εἰ	ει	εἰ				EI)	EI)
1	3	X		5	ἄρα	ἀρα	αρα	ἄρα				A)/RA	A)/RA
1	3	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	3	N1	GSF	13634	σωφροσύνης	σωφροσυνης	σωφροσυνης	σωφροσύνη				SWFROSU/NHS	SWFROSU/NH
1	3	A1	GPN	18243	κωλυτικῶν	κωλυτικων	κωλυτικων	κωλυτικός				KWLUTIKW=N	KWLUTIKO/S
1	3	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	3	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	3	N2	NSM	9346	λογισμὸς	λογισμος	λογισμος	λογισμός				LOGISMO\S	LOGISMO/S
1	3	V1	PMI3S	636033	φαίνεται	φαινεται	φαινεται	φαίνω				FAI/NETAI	FAI/NW
1	3	V2	PAN	304513	ἐπικρατεῖν	ἐπικρατειν	επικρατειν	ἐπικρατέω			,	E)PIKRATEI=N	KRATE/W          E)PI
1	3	N1A	GSF	13634	γαστριμαργίας	γαστριμαργιας	γαστριμαργιας	γαστριμαργία				GASTRIMARGI/AS	GASTRIMARGI/A
1	3	X		5	τε	τε	τε	τε				TE	TE
1	3	C		4	καὶ	και	και	καί				KAI\	KAI/
1	3	N1A	GSF	13634	ἐπιθυμίας	ἐπιθυμιας	επιθυμιας	ἐπιθυμία			,	E)PIQUMI/AS	E)PIQUMI/A
1	4	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά				A)LLA\	A)LLA/
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	4	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	4	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη				DIKAIOSU/NHS	DIKAIOSU/NH
1	4	A1	GPN	18243	ἐμποδιστικῶν	ἐμποδιστικων	εμποδιστικων	ἐμποδιστικός				E)MPODISTIKW=N	E)MPODISTIKO/S
1	4	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	4	V1	PAN	304513	κυριεύειν	κυριευειν	κυριευειν	κυριεύω				KURIEU/EIN	KURIEU/W
1	4	V1	PMI3S	636033	ἀναφαίνεται	ἀναφαινεται	αναφαινεται	ἀναφαίνω			,	A)NAFAI/NETAI	FAI/NW           A)NA
1	4	A1A	ASM	9475	οἷον	οἱον	οιον	οἷος				OI(=ON	OI(=OS
1	4	N1A	GSF	13634	κακοηθείας	κακοηθειας	κακοηθειας	κακοήθεια			,	KAKOHQEI/AS	KAKOH/QEIA
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	4	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	4	N1A	GSF	13634	ἀνδρείας	ἀνδρειας	ανδρειας	ἀνδρεία				A)NDREI/AS	A)NDREI/A
1	4	A1	GPN	18243	ἐμποδιστικῶν	ἐμποδιστικων	εμποδιστικων	ἐμποδιστικός				E)MPODISTIKW=N	E)MPODISTIKO/S
1	4	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος			,	PAQW=N	PA/QOS
1	4	N2	GSM	9538	θυμοῦ	θυμου	θυμου	θυμός				QUMOU=	QUMO/S
1	4	X		5	τε	τε	τε	τε				TE	TE
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	N2	GSM	9538	φόβου	φοβου	φοβου	φόβος				FO/BOU	FO/BOS
1	4	C		4	καὶ	και	και	καί				KAI\	KAI/
1	4	N2	GSM	9538	πόνου	πονου	πονου	πόνος			.	PO/NOU	PO/NOS
1	5	D		9	πῶς	πως	πως	πῶς				PW=S	PW=S
1	5	X		5	οὖν	οὐν	ουν	οὖν			,	OU)=N	OU)=N
1	5	D		9	ἴσως	ἰσως	ισως	ἴσως				I)/SWS	I)/SWS
1	5	VB	AAO3P	895809	εἴποιεν	εἰποιεν	ειποιεν	ἐρέω				EI)/POIEN	EI)=PON
1	5	X		5	ἄν	ἀν	αν	ἄν				A)/N	A)/N
1	5	RI	NPM	12	τινες	τινες	τινες	τις			,	TINES	TIS
1	5	C		4	εἰ	εἰ	ει	εἰ				EI)	EI)
1	5	RA	GPN	10	τῶν	των	των	ὁ				TW=N	O(
1	5	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	5	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	5	N2	NSM	9346	λογισμὸς	λογισμος	λογισμος	λογισμός				LOGISMO\S	LOGISMO/S
1	5	V2	PAI3S	631937	κρατεῖ	κρατει	κρατει	κρατέω			,	KRATEI=	KRATE/W
1	5	N1	GSF	13634	λήθης	ληθης	ληθης	λήθη				LH/QHS	LH/QH
1	5	C		4	καὶ	και	και	καί				KAI\	KAI/
1	5	N1A	GSF	13634	ἀγνοίας	ἀγνοιας	αγνοιας	ἄγνοια				A)GNOI/AS	A)/GNOIA
1	5	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	5	V1	PAI3S	631937	δεσπόζει	δεσποζει	δεσποζει	δεσπόζω			;	DESPO/ZEI	DESPO/ZW
1	5	A1A	ASM	9475	γελοῖον	γελοιον	γελοιον	γελοῖος				GELOI=ON	GELOI=OS
1	5	V2	PAPNPM	5055937	ἐπιχειροῦντες	ἐπιχειρουντες	επιχειρουντες	ἐπιχειρέω				E)PIXEIROU=NTES	XEIRE/W          E)PI
1	5	V1	PAN	304513	λέγειν	λεγειν	λεγειν	λέγω			.	LE/GEIN	LE/GW
1	6	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	6	X		5	γὰρ	γαρ	γαρ	γάρ				GA\R	GA/R
1	6	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	6	RD	GSM	11	αὑτοῦ	αὑτου	αυτου	ἑαυτοῦ				AU(TOU=	E(AUTOU=
1	6	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	6	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	6	N2	NSM	9346	λογισμὸς	λογισμος	λογισμος	λογισμός				LOGISMO\S	LOGISMO/S
1	6	V2	PAI3S	631937	κρατεῖ	κρατει	κρατει	κρατέω			,	KRATEI=	KRATE/W
1	6	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά				A)LLA\	A)LLA/
1	6	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	6	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	6	N1	GSF	13634	δικαιοσύνης	δικαιοσυνης	δικαιοσυνης	δικαιοσύνη				DIKAIOSU/NHS	DIKAIOSU/NH
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	N1A	GSF	13634	ἀνδρείας	ἀνδρειας	ανδρειας	ἀνδρεία				A)NDREI/AS	A)NDREI/A
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	N1	GSF	13634	σωφροσύνης	σωφροσυνης	σωφροσυνης	σωφροσύνη				SWFROSU/NHS	SWFROSU/NH
1	6	A1A	GPM	10051	ἐναντίων	ἐναντιων	εναντιων	ἐναντίος			,	E)NANTI/WN	E)NANTI/OS
1	6	C		4	καὶ	και	και	καί				KAI\	KAI/
1	6	RD	GPM	11	τούτων	τουτων	τουτων	οὗτος				TOU/TWN	OU(=TOS
1	6	D		9	οὐχ	οὐχ	ουχ	οὐ				OU)X	OU)
1	6	C		4	ὥστε	ὡστε	ωστε	ὥστε				W(/STE	W(/STE
1	6	RD	APN	11	αὐτὰ	αὐτα	αυτα	αὐτός				AU)TA\	AU)TO/S
1	6	VA	AAN	306049	καταλῦσαι	καταλυσαι	καταλυσαι	καταλύω			,	KATALU=SAI	LU/W             KATA
1	6	C		4	ἀλλ	ἀλλ	αλλ	ἀλλά				A)LL'	A)LLA/
1	6	C		4	ὥστε	ὡστε	ωστε	ὥστε				W(/STE	W(/STE
1	6	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός				AU)TOI=S	AU)TO/S
1	6	D		9	μὴ	μη	μη	μή				MH\	MH/
1	6	VA	AAN	306049	εἶξαι	εἰξαι	ειξαι	εἴκω			.	EI)=CAI	EI)/KW
1	7	D		9	πολλαχόθεν	πολλαχοθεν	πολλαχοθεν	πολλαχόθεν				POLLAXO/QEN	POLLAXO/QEN
1	7	X		5	μὲν	μεν	μεν	μέν				ME\N	ME/N
1	7	X		5	οὖν	οὐν	ουν	οὖν				OU)=N	OU)=N
1	7	C		4	καὶ	και	και	καί				KAI\	KAI/
1	7	D		9	ἀλλαχόθεν	ἀλλαχοθεν	αλλαχοθεν	ἀλλαχόθεν				A)LLAXO/QEN	A)LLAXO/QEN
1	7	V1	PAO1S	599361	ἔχοιμ	ἐχοιμ	εχοιμ	ἔχω				E)/XOIM'	E)/XW
1	7	X		5	ἂν	ἀν	αν	ἄν				A)\N	A)/N
1	7	RP	DP	13	ὑμῖν	ὑμιν	υμιν	ὑμῖν				U(MI=N	SU/
1	7	VA	AAN	306049	ἐπιδεῖξαι	ἐπιδειξαι	επιδειξαι	ἐπιδείκνυμι				E)PIDEI=CAI	DEIKNU/W         E)PI
1	7	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	7	N3R	NSM	9346	αὐτοκράτωρ	αὐτοκρατωρ	αυτοκρατωρ	αὐτοκράτωρ				AU)TOKRA/TWR	AU)TOKRA/TWR
1	7	V9	PAI3S	631937	ἐστὶν	ἐστιν	εστιν	εἰμί				E)STI\N	EI)MI/
1	7	RA	GPN	10	τῶν	των	των	ὁ				TW=N	O(
1	7	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	7	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	7	N2	NSM	9346	λογισμός	λογισμος	λογισμος	λογισμός			,	LOGISMO/S	LOGISMO/S
1	8	A1P	ASN	17667	πολὺ	πολυ	πολυ	πολύς				POLU\	POLU/S
1	8	X		5	δὲ	δε	δε	δέ				DE\	DE/
1	8	A3C	ASN	17667	πλέον	πλεον	πλεον	πλήν				PLE/ON	POLU/S
1	8	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος				TOU=TO	OU(=TOS
1	8	VA	AAO1S	600897	ἀποδείξαιμι	ἀποδειξαιμι	αποδειξαιμι	ἀποδείκνυμι				A)PODEI/CAIMI	DEIKNU/W         A)PO
1	8	P		8	ἀπὸ	ἀπο	απο	ἀπό				A)PO\	A)PO/
1	8	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	8	N1A	GSF	13634	ἀνδραγαθίας	ἀνδραγαθιας	ανδραγαθιας	ἀνδραγαθία				A)NDRAGAQI/AS	A)NDRAGAQI/A
1	8	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	8	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ				U(PE\R	U(PE/R
1	8	N1	GSF	13634	ἀρετῆς	ἀρετης	αρετης	ἀρετή				A)RETH=S	A)RETH/
1	8	VB	AAPGPM	5155777	ἀποθανόντων	ἀποθανοντων	αποθανοντων	ἀποθνήσκω			,	A)POQANO/NTWN	QNH/SKW          A)PO
1	8	N2	GSM	9538	Ελεαζαρου	ελεαζαρου	ελεαζαρου	Ἐλεάζαρος				*ELEAZAROU	*ELEAZAROS
1	8	X		5	τε	τε	τε	τε				TE	TE
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	8	M		7	ἑπτὰ	ἑπτα	επτα	ἑπτά				E(PTA\	E(PTA/
1	8	N2	GPM	10050	ἀδελφῶν	ἀδελφων	αδελφων	ἀδελφός				A)DELFW=N	A)DELFO/S
1	8	C		4	καὶ	και	και	καί				KAI\	KAI/
1	8	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	8	RD	GPM	11	τούτων	τουτων	τουτων	οὗτος				TOU/TWN	OU(=TOS
1	8	N3	GSF	13634	μητρός	μητρος	μητρος	μήτηρ			.	MHTRO/S	MH/THR
1	9	A3	NPM	9859	ἅπαντες	ἁπαντες	απαντες	ἅπας				A(/PANTES	A(/PAS
1	9	X		5	γὰρ	γαρ	γαρ	γάρ				GA\R	GA/R
1	9	RD	NPM	11	οὗτοι	οὑτοι	ουτοι	οὗτος				OU(=TOI	OU(=TOS
1	9	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	9	C		4	ἕως	ἑως	εως	ἕως				E(/WS	E(/WS
1	9	N2	GSM	9538	θανάτου	θανατου	θανατου	θάνατος				QANA/TOU	QA/NATOS
1	9	N2	APM	9986	πόνους	πονους	πονους	πόνος				PO/NOUS	PO/NOS
1	9	VB	AAPNPM	5057473	ὑπεριδόντες	ὑπεριδοντες	υπεριδοντες	ὑπεροράω				U(PERIDO/NTES	O(RA/W           U(PER
1	9	VAI	AMI3P	899713	ἐπεδείξαντο	ἐπεδειξαντο	επεδειξαντο	ἐπιδείκνυμι				E)PEDEI/CANTO	DEIKNU/W         E)PI
1	9	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	9	V2	PAI3S	631937	περικρατεῖ	περικρατει	περικρατει	περικρατέω				PERIKRATEI=	KRATE/W          PERI
1	9	RA	GPN	10	τῶν	των	των	ὁ				TW=N	O(
1	9	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	9	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
1	9	N2	NSM	9346	λογισμός	λογισμος	λογισμος	λογισμός			.	LOGISMO/S	LOGISMO/S
1	10	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	10	X		5	μὲν	μεν	μεν	μέν				ME\N	ME/N
1	10	X		5	οὖν	οὐν	ουν	οὖν				OU)=N	OU)=N
1	10	N1	GPF	14146	ἀρετῶν	ἀρετων	αρετων	ἀρετή				A)RETW=N	A)RETH/
1	10	V9	PAI3S	631937	ἔπεστί	ἐπεστι	επεστι	ἔπειμι				E)/PESTI/	EI)MI/           E)PI
1	10	RP	DS	13	μοι	μοι	μοι	μοι				MOI	E)GW/
1	10	V2	PAN	304513	ἐπαινεῖν	ἐπαινειν	επαινειν	ἐπαινέω				E)PAINEI=N	AI)NE/W          E)PI
1	10	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	10	P		8	κατὰ	κατα	κατα	κατά				KATA\	KATA/
1	10	RD	ASM	11	τοῦτον	τουτον	τουτον	οὗτος				TOU=TON	OU(=TOS
1	10	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	10	N2	ASM	9474	καιρὸν	καιρον	καιρον	καιρός				KAIRO\N	KAIRO/S
1	10	P		8	ὑπὲρ	ὑπερ	υπερ	ὑπέρ				U(PE\R	U(PE/R
1	10	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	10	N1A	GSF	13634	καλοκἀγαθίας	καλοκἀγαθιας	καλοκαγαθιας	καλοκἀγαθία				KALOKA)GAQI/AS	KALOKA)GAQI/A
1	10	VB	AAPAPM	5123009	ἀποθανόντας	ἀποθανοντας	αποθανοντας	ἀποθνήσκω				A)POQANO/NTAS	QNH/SKW          A)PO
1	10	P		8	μετὰ	μετα	μετα	μετά				META\	META/
1	10	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	10	N3	GSF	13634	μητρὸς	μητρος	μητρος	μήτηρ				MHTRO\S	MH/THR
1	10	N3	APM	9986	ἄνδρας	ἀνδρας	ανδρας	ἀνήρ			,	A)/NDRAS	A)NH/R
1	10	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	10	X		5	δὲ	δε	δε	δέ				DE\	DE/
1	10	N1	GPF	14146	τιμῶν	τιμων	τιμων	τιμή				TIMW=N	TIMH/
1	10	VA	AAO1S	600897	μακαρίσαιμ	μακαρισαιμ	μακαρισαιμ	μακαρίζω				MAKARI/SAIM'	MAKARI/ZW
1	10	X		5	ἄν	ἀν	αν	ἄν			.	A)/N	A)/N
1	11	VC	APPNPM	5065665	θαυμασθέντες	θαυμασθεντες	θαυμασθεντες	θαυμάζω				QAUMASQE/NTES	QAUMA/ZW
1	11	X		5	γὰρ	γαρ	γαρ	γάρ				GA\R	GA/R
1	11	D		9	οὐ	οὐ	ου	οὐ				OU)	OU)
1	11	D		9	μόνον	μονον	μονον	μόνον				MO/NON	MO/NON
1	11	P		8	ὑπὸ	ὑπο	υπο	ὑπό				U(PO\	U(PO/
1	11	A3	GPM	10051	πάντων	παντων	παντων	πᾶς				PA/NTWN	PA=S
1	11	N2	GPM	10050	ἀνθρώπων	ἀνθρωπων	ανθρωπων	ἄνθρωπος				A)NQRW/PWN	A)/NQRWPOS
1	11	P		8	ἐπὶ	ἐπι	επι	ἐπί				E)PI\	E)PI/
1	11	RA	DSF	10	τῇ	τη	τη	ὁ				TH=|	O(
1	11	N1A	DSF	13698	ἀνδρείᾳ	ἀνδρεια	ανδρεια	ἀνδρεία				A)NDREI/A|	A)NDREI/A
1	11	C		4	καὶ	και	και	καί				KAI\	KAI/
1	11	N1	DSF	13698	ὑπομονῇ	ὑπομονη	υπομονη	ὑπομονή			,	U(POMONH=|	U(POMONH/
1	11	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά				A)LLA\	A)LLA/
1	11	C		4	καὶ	και	και	καί				KAI\	KAI/
1	11	P		8	ὑπὸ	ὑπο	υπο	ὑπό				U(PO\	U(PO/
1	11	RA	GPM	10	τῶν	των	των	ὁ				TW=N	O(
1	11	VA	AMPGPM	5159873	αἰκισαμένων	αἰκισαμενων	αικισαμενων	αἰκίζομαι			,	AI)KISAME/NWN	AI)KI/ZOMAI
1	11	A1A	NPM	9859	αἴτιοι	αἰτιοι	αιτιοι	αἴτιος				AI)/TIOI	AI)/TIOS
1	11	VHI	AAI3P	895617	κατέστησαν	κατεστησαν	κατεστησαν	καθίστημι				KATE/STHSAN	I(/STHMI         KATA
1	11	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	11	VC	APN	314241	καταλυθῆναι	καταλυθηναι	καταλυθηναι	καταλύω				KATALUQH=NAI	LU/W             KATA
1	11	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	11	P		8	κατὰ	κατα	κατα	κατά				KATA\	KATA/
1	11	RA	GSN	10	τοῦ	του	του	ὁ				TOU=	O(
1	11	N3E	GSN	17730	ἔθνους	ἐθνους	εθνους	ἔθνος				E)/QNOUS	E)/QNOS
1	11	N3D	ASF	13570	τυραννίδα	τυραννιδα	τυραννιδα	τυραννίς				TURANNI/DA	TURANNI/S
1	11	VA	AAPNPM	5057473	νικήσαντες	νικησαντες	νικησαντες	νικάω				NIKH/SANTES	NIKA/W
1	11	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	11	N2	ASM	9474	τύραννον	τυραννον	τυραννον	τύραννος				TU/RANNON	TU/RANNOS
1	11	RA	DSF	10	τῇ	τη	τη	ὁ				TH=|	O(
1	11	N1	DSF	13698	ὑπομονῇ	ὑπομονη	υπομονη	ὑπομονή				U(POMONH=|	U(POMONH/
1	11	C		4	ὥστε	ὡστε	ωστε	ὥστε				W(/STE	W(/STE
1	11	VS	APN	314241	καθαρισθῆναι	καθαρισθηναι	καθαρισθηναι	καθαρίζω				KAQARISQH=NAI	KAQARI/ZW
1	11	P		8	δι	δι	δι	διά				DI'	DIA/
1	11	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	11	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	11	N3D	ASF	13570	πατρίδα	πατριδα	πατριδα	πατρίς			.	PATRI/DA	PATRI/S
1	12	C		4	ἀλλὰ	ἀλλα	αλλα	ἀλλά				A)LLA\	A)LLA/
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	P		8	περὶ	περι	περι	περί				PERI\	PERI/
1	12	RD	GSN	11	τούτου	τουτου	τουτου	οὗτος				TOU/TOU	OU(=TOS
1	12	D		9	νῦν	νυν	νυν	νῦν				NU=N	NU=N
1	12	D		9	αὐτίκα	αὐτικα	αυτικα	αὐτίκα				AU)TI/KA	AU)TI/KA
1	12	X		5	δὴ	δη	δη	δή				DH\	DH/
1	12	V1	PAN	304513	λέγειν	λεγειν	λεγειν	λέγω				LE/GEIN	LE/GW
1	12	VF	FMI3S	637057	ἐξέσται	ἐξεσται	εξεσται	ἔξεστι				E)CE/STAI	EI)MI/           E)K
1	12	VA	AMPDSM	4930497	ἀρξαμένῳ	ἀρξαμενω	αρξαμενω	ἄρχω				A)RCAME/NW|	A)/RXW
1	12	RA	GSF	10	τῆς	της	της	ὁ				TH=S	O(
1	12	N3I	GSF	13634	ὑποθέσεως	ὑποθεσεως	υποθεσεως	ὑπόθεσις			,	U(POQE/SEWS	U(PO/QESIS
1	12	RR	ASN	14	ὅπερ	ὁπερ	οπερ	ὅσπερ				O(/PER	O(/SPER
1	12	VX	XAI1S	601217	εἴωθα	εἰωθα	ειωθα	ἔθω				EI)/WQA	E)/QW
1	12	V2	PAN	304513	ποιεῖν	ποιειν	ποιειν	ποιέω			,	POIEI=N	POIE/W
1	12	C		4	καὶ	και	και	καί				KAI\	KAI/
1	12	D		9	οὕτως	οὑτως	ουτως	οὕτως				OU(/TWS	OU(/TWS
1	12	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	12	RA	ASM	10	τὸν	τον	τον	ὁ				TO\N	O(
1	12	P		8	περὶ	περι	περι	περί				PERI\	PERI/
1	12	RD	GPM	11	αὐτῶν	αὐτων	αυτων	αὐτός				AU)TW=N	AU)TO/S
1	12	VF	FMI1S	604289	τρέψομαι	τρεψομαι	τρεψομαι	τρέπω				TRE/YOMAI	TRE/PW
1	12	N2	ASM	9474	λόγον	λογον	λογον	λόγος				LO/GON	LO/GOS
1	12	N1S	ASF	13570	δόξαν	δοξαν	δοξαν	δόξα				DO/CAN	DO/CA
1	12	V8	PAPNSM	4793793	διδοὺς	διδους	διδους	δίδωμι				DIDOU\S	DI/DWMI
1	12	RA	DSM	10	τῷ	τω	τω	ὁ				TW=|	O(
1	12	A1B	DSM	9603	πανσόφῳ	πανσοφω	πανσοφω	πάνσοφος				PANSO/FW|	PA/NSOFOS
1	12	N2	DSM	9602	θεῷ	θεω	θεω	θεός			.	QEW=|	QEO/S
1	13	V2	PAI1P	861313	Ζητοῦμεν	ζητουμεν	ζητουμεν	ζητέω				ZHTOU=MEN	ZHTE/W
1	13	X		5	δὴ	δη	δη	δή				DH\	DH/
1	13	X		5	τοίνυν	τοινυν	τοινυν	τοίνυν				TOI/NUN	TOI/NUN
1	13	C		4	εἰ	εἰ	ει	εἰ				EI)	EI)
1	13	N3R	NSM	9346	αὐτοκράτωρ	αὐτοκρατωρ	αυτοκρατωρ	αὐτοκράτωρ				AU)TOKRA/TWR	AU)TOKRA/TWR
1	13	V9	PAI3S	631937	ἐστὶν	ἐστιν	εστιν	εἰμί				E)STI\N	EI)MI/
1	13	RA	GPN	10	τῶν	των	των	ὁ				TW=N	O(
1	13	N3E	GPN	18242	παθῶν	παθων	παθων	πάθος				PAQW=N	PA/QOS
1	13	RA	NSM	10	ὁ	ὁ	ο	ὁ				O(	O(
